0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100
7.98,8.14,8.088,8.448,7.82,8.04,7.972,7.912,7.96,9.268
7.936,8.02,7.992,8.248,7.836,7.944,8.004,8.004,8.076,9.304
7.992,8.036,8.024,8.188,7.804,7.852,7.876,7.948,8.116,9.364
8.06,8.092,8.132,8.3,7.932,7.892,7.82,7.876,8.056,9.12
7.988,8.016,8.12,8.26,8.084,8.012,7.908,7.904,7.952,8.968
7.928,7.912,8.036,8.116,8.016,7.972,7.956,8.016,8.04,8.872
7.972,7.944,8.012,8.056,7.952,7.872,7.876,7.972,8.128,8.88
8.068,8.06,8.108,8.164,8,7.888,7.836,7.888,8.088,8.652
8.028,8.016,8.108,8.224,8.112,8.036,7.88,7.88,7.972,8.528
7.936,7.94,8.056,8.108,8.06,7.996,7.976,7.976,8.008,8.472
7.972,7.912,8.012,8.02,7.968,7.88,7.924,7.964,8.116,8.532
8.052,8.048,8.1,8.12,8.012,7.88,7.864,7.868,8.092,8.332
8.036,8.024,8.14,8.176,8.104,8.004,7.836,7.868,7.988,8.236
7.904,7.948,8.06,8.088,8.068,8.016,7.884,7.956,7.984,8.196
7.948,7.968,8.016,7.992,7.984,7.896,7.792,7.968,8.112,8.324
8.052,8.032,8.088,8.06,8,7.88,7.988,7.892,8.088,8.236
8.052,7.964,8.168,8.172,8.112,7.992,8.376,7.868,8.008,8.16
7.952,7.856,8.156,8.104,8.128,8.02,9.056,7.96,7.94,8.124
7.932,8.012,8.104,7.988,8.048,7.916,9.628,7.956,8.076,8.22
8.02,8.512,8.176,8.02,8.032,7.864,10.32,7.876,8.096,8.2
8.048,9.068,8.264,8.172,8.16,7.964,10.952,7.848,8.02,8.116
7.956,9.644,8.228,8.136,8.164,8.04,11.304,7.916,7.92,8.084
7.944,10.332,8.208,8.008,8.096,7.928,10.392,7.96,8.052,8.128
8.008,11.052,8.224,8.02,8.072,7.868,8.928,7.904,8.06,8.192
8.068,11.428,8.364,8.16,8.176,7.912,8.004,7.832,8.024,8.1
7.98,10.652,8.304,8.144,8.228,8.008,7.824,7.892,7.888,8.048
7.928,9.144,8.18,8.016,8.164,7.94,7.9,7.98,8.04,8.108
8,8.224,8.176,7.992,8.104,7.844,7.844,7.928,8.06,8.22
8.064,8.004,8.26,8.144,8.2,7.884,7.864,7.824,8.016,8.088
7.96,7.964,8.224,8.14,8.276,8.032,7.996,7.876,7.908,8.04
7.912,7.928,8.108,8.052,8.228,7.968,8.084,7.988,7.992,8.08
7.968,8.004,8.116,8.004,8.164,7.84,8.028,7.94,8.072,8.24
8.044,8.128,8.172,8.108,8.228,7.86,7.968,7.844,8.036,8.124
7.976,8.148,8.172,8.164,8.364,7.988,7.992,7.852,7.94,8.052
7.916,8.072,8.044,8.076,8.344,7.976,8.084,7.984,7.956,8.064
7.92,8.072,8.036,8.008,8.26,7.84,8.012,7.992,8.052,8.22
8.052,8.156,8.06,8.108,8.304,7.86,7.936,7.932,8.036,8.136
8,8.148,8.08,8.18,8.432,7.988,7.976,7.968,7.94,8.044
7.872,8.08,7.996,8.124,8.432,8.004,8.092,8.064,7.92,8.072
7.912,8.048,8.012,8,8.392,7.864,8.036,8.076,8.048,8.2
8.012,8.156,8.048,8.092,8.42,7.844,7.96,8.016,8.02,8.14
8.016,8.164,8.112,8.184,8.56,7.94,8,8.008,7.972,8.1
7.916,8.084,8.044,8.096,8.62,7.984,8.144,8.116,7.912,8.064
7.92,8.048,8.016,8.016,8.572,7.888,8.08,8.172,8.052,8.164
7.996,8.148,8.04,8.02,8.592,7.824,8.008,8.084,8.008,8.168
8.024,8.196,8.096,8.148,8.732,7.936,8.02,8.044,7.976,8.056
7.92,8.168,8.072,8.128,8.8,8,8.132,8.072,7.92,8.048
7.9,8.108,7.996,8.004,8.768,7.9,8.136,8.116,8.096,8.156
7.996,8.176,7.928,7.976,8.792,7.816,8.028,8.024,8.108,8.188
8.016,8.236,8.072,8.156,8.928,7.872,8.036,7.964,8.092,8.1
7.92,8.192,8.336,8.124,9.032,7.956,8.132,8.024,8.016,8.052
7.86,8.124,8.664,8.012,9.012,7.908,8.212,8.056,8.132,8.096
7.964,8.192,9.252,7.984,8.984,7.812,8.116,8.004,8.192,8.224
8.012,8.308,10.04,8.112,9.068,7.876,8.084,7.864,8.204,8.104
7.928,8.276,10.784,8.148,9.148,7.984,8.152,7.852,8.092,8.036
7.864,8.184,11.196,8.004,9.104,7.952,8.236,7.956,8.152,8.072
7.936,8.212,11.116,7.956,9.032,7.824,8.212,7.912,8.2,8.204
7.992,8.356,9.968,8.084,9.024,7.82,8.16,7.824,8.148,8.112
7.952,8.316,8.74,8.14,9.072,7.992,8.244,7.808,8.02,8.048
7.892,8.24,8.04,8.04,8.916,7.948,8.324,7.908,8.032,8.048
7.972,8.28,7.892,7.984,8.74,7.832,8.284,7.904,8.168,8.196
8.072,8.384,8.024,8.068,8.648,7.832,8.248,7.848,8.1,8.096
8.076,8.412,8.116,8.152,8.68,7.972,8.256,7.848,7.984,8.036
7.988,8.328,8.08,8.084,8.544,7.996,8.432,7.912,7.948,8.036
8.012,8.348,8.096,7.98,8.328,7.86,8.388,7.944,8.032,8.188
8.152,8.476,8.156,8.036,8.292,7.812,8.364,7.856,8.004,8.116
8.184,8.532,8.248,8.14,8.328,7.956,8.38,7.72,7.892,8.064
8.104,8.456,8.164,8.076,8.272,8.04,8.544,7.808,7.84,8.028
8.072,8.46,8.12,7.968,8.144,7.948,8.576,8.052,7.964,8.12
8.156,8.56,8.116,8.004,8.084,7.904,8.508,8.396,7.96,8.144
8.148,8.688,8.22,8.156,8.16,8.032,8.552,8.916,7.888,8.052
8.04,8.632,8.168,8.096,8.14,8.12,8.736,9.612,7.828,8.032
7.992,8.644,8.108,7.976,8.048,8.06,8.792,10.46,7.972,8.1
8.076,8.732,8.112,7.968,7.988,8.008,8.76,11.06,7.996,8.156
8.088,8.86,8.204,8.124,8.044,8.088,8.792,11.276,7.956,8.036
8.004,8.856,8.2,8.1,8.1,8.196,8.952,10.496,7.856,8.02
7.888,8.824,8.132,7.976,8.052,8.084,9.044,9.148,7.928,8.068
7.916,8.92,8.132,7.94,7.948,7.988,8.988,8.116,7.904,8.204
7.992,9.084,8.24,8.104,8.016,7.992,8.992,7.708,7.808,8.06
7.9,9.072,8.256,8.108,8.1,8.1,9.092,7.804,7.888,8.008
7.808,9.04,8.144,7.996,8.036,8.06,9.212,7.944,8.38,8.044
7.864,9.124,8.192,7.964,7.964,7.916,9.144,7.936,9,8.184
7.972,9.236,8.268,8.092,8.028,7.912,9.132,7.908,9.652,8.076
7.916,9.268,8.32,8.168,8.104,8.04,9.136,7.952,10.336,8.008
7.808,9.152,8.244,8.068,8.072,7.968,9.188,8.06,11.012,8.036
7.848,9.168,8.232,8.024,7.948,7.812,9.028,8.048,11.392,8.176
7.928,9.224,8.272,8.136,7.988,7.82,8.9,7.96,10.648,8.092
7.916,9.176,8.332,8.228,8.092,7.928,8.8,7.936,9.24,8.024
7.82,8.96,8.3,8.196,8.084,7.944,8.788,8.044,8.164,8.032
7.84,8.864,8.296,8.14,7.948,7.82,8.648,8.036,7.828,8.156
7.924,8.848,8.352,8.232,7.976,7.788,8.428,7.96,7.792,8.108
7.788,8.76,8.432,8.308,8.116,7.904,8.38,7.932,7.792,8.048
7.788,8.552,8.392,8.212,8.088,7.94,8.4,8.016,7.812,8.016
8.1,8.452,8.348,8.072,8,7.816,8.28,8.072,8.004,8.12
8.696,8.44,8.36,8.076,7.972,7.796,8.132,8.032,8.064,8.112
9.324,8.408,8.484,8.228,8.072,7.892,8.088,7.984,8.008,8.028
9.936,8.292,8.464,8.208,8.092,7.984,8.14,8.044,7.944,8.02
10.608,8.224,8.432,8.052,8.004,7.852,8.144,8.112,8.088,8.112
11.132,8.236,8.456,8.056,7.984,7.724,8.028,8.06,8.104,8.188
10.88,8.276,8.608,8.128,8.048,7.736,7.98,7.992,8.04,8.064
9.544,8.176,8.616,8.08,8.108,8.008,8.024,8.028,7.936,8.088
8.38,8.092,8.552,7.944,8.032,8.296,8.1,8.156,8.048,8.16
7.836,8.128,8.572,7.904,7.948,8.684,7.98,8.096,8.108,8.316
7.756,8.208,8.748,8.028,8.02,9.324,7.96,8.032,8.064,8.168
7.772,8.144,8.784,8.044,8.112,10.184,7.988,8.072,7.996,8.124
7.74,8.052,8.74,7.948,8.056,10.836,8.072,8.212,8.06,8.208
7.876,8.08,8.792,7.912,7.968,11.084,7.976,8.18,8.124,8.34
8.008,8.192,8.964,8.008,8.02,10.444,7.948,8.092,8.096,8.188
8.004,8.168,9.04,8.036,8.104,9.236,7.972,8.112,8.04,8.096
7.908,8.036,8.992,7.944,8.096,8.228,8.068,8.26,8.028,8.064
7.944,8.052,9.04,7.896,7.932,7.672,7.98,8.236,8.136,8.192
8.032,8.156,9.136,7.988,7.976,7.664,7.924,8.18,8.144,8.148
8.012,8.16,9.22,8.064,8.112,7.856,7.916,8.172,8.088,8.096
7.9,8.064,9.172,7.952,8.052,7.916,8.044,8.288,8.064,8.052
7.956,8.064,9.2,7.784,7.948,7.868,7.992,8.32,8.22,8.172
8.048,8.168,9.256,7.896,7.972,7.876,7.916,8.276,8.22,8.132
8.048,8.156,9.348,8.288,8.068,8.008,7.936,8.256,8.16,8.02
7.956,8.068,9.264,8.664,8.092,8.052,8.036,8.372,8.116,7.96
7.952,8.056,9.188,9.128,8.024,7.944,8.024,8.456,8.248,8.028
8.048,8.132,9.144,9.852,8.024,7.888,7.936,8.432,8.244,8.104
8.08,8.176,9.132,10.736,8.136,7.972,7.944,8.42,8.22,7.972
7.972,8.104,8.976,11.184,8.144,8.072,8.064,8.512,8.172,7.948
7.996,8.056,8.768,11.072,8.1,7.968,8.048,8.62,8.316,8.008
8.096,8.108,8.688,9.852,8.088,7.864,7.944,8.604,8.352,8.128
8.104,8.18,8.7,8.776,8.188,7.936,7.948,8.572,8.288,8.02
8.056,8.112,8.572,8.076,8.288,8.064,8.04,8.684,8.24,7.972
7.988,8.04,8.4,7.76,8.216,7.996,8.052,8.844,8.356,8.024
8.104,8.092,8.344,7.804,8.108,7.884,7.984,8.852,8.444,8.148
8.176,8.184,8.356,8.032,8.184,7.968,7.932,8.8,8.428,8.044
8.116,8.164,8.336,8.072,8.224,8.116,7.988,8.908,8.376,7.888
8.06,8.036,8.192,8.04,8.132,8.06,8.08,9.056,8.456,7.876
8.12,8.08,8.156,7.992,8.056,7.948,7.992,9.068,8.56,8.236
8.244,8.164,8.224,8.136,8.112,7.96,7.96,9.028,8.612,8.508
8.216,8.132,8.248,8.184,8.196,8.12,7.936,9.076,8.544,8.976
8.132,8.04,8.132,8.1,8.096,8.116,8.088,9.196,8.584,9.576
8.168,8.056,8.092,8.012,7.948,8.02,8.02,9.18,8.76,10.468
8.296,8.184,8.164,8.084,7.944,8.024,7.916,9.08,8.8,11.096
8.268,8.176,8.176,8.168,8.024,8.16,7.976,9.032,8.784,11.376
8.216,8.092,8.104,8.104,8.004,8.192,8.084,9.056,8.804,10.704
8.248,8.068,8.1,8.028,7.912,8.076,8.016,8.968,9.008,9.44
8.388,8.172,8.116,8.096,7.9,8.06,7.944,8.772,9.012,8.388
8.408,8.144,8.176,8.208,7.992,8.196,7.92,8.632,8.992,7.876
8.332,8.072,8.132,8.16,8.02,8.248,8.064,8.632,9.004,7.888
8.368,8.064,8.056,8.044,7.864,8.14,8.016,8.524,9.152,8.048
8.492,8.108,8.064,8.096,7.868,8.116,7.92,8.404,9.156,8.128
8.556,8.184,8.172,8.248,7.964,8.236,7.904,8.248,9.128,8.08
8.516,8.116,8.1,8.248,7.996,8.348,8.04,8.232,9.06,8.072
8.548,8.028,8.06,8.112,7.948,8.28,8.06,8.232,9.18,8.172
8.684,8.116,8.08,8.128,7.888,8.212,7.944,8.156,9.168,8.264
8.764,8.152,8.168,8.26,7.92,8.268,7.912,8.012,9.004,8.14
8.76,8.108,8.16,8.284,7.884,8.436,7.988,8.064,8.84,8.076
8.744,8.032,8.044,8.16,7.836,8.424,8.036,8.136,8.816,8.148
8.86,8.068,8.052,8.176,8.012,8.336,7.94,8.044,8.736,8.296
8.972,8.184,8.176,8.304,8.512,8.44,7.912,7.968,8.592,8.192
8.964,8.128,8.164,8.332,9.128,8.6,7.964,7.956,8.42,8.14
8.912,8.028,8.028,8.22,9.796,8.592,8.064,8.068,8.384,8.148
9.028,8.044,8.068,8.192,10.496,8.532,7.956,8.028,8.364,8.324
9.16,8.136,8.132,8.336,11.124,8.588,7.916,7.94,8.276,8.228
9.08,8.128,8.156,8.376,11.264,8.796,7.92,7.964,8.152,8.12
8.992,8.028,8.064,8.34,10.108,8.82,8.012,8.064,8.084,8.136
9.012,8.028,8.072,8.3,8.728,8.772,7.932,8.056,8.168,8.304
9.036,8.172,8.124,8.396,7.944,8.812,7.876,7.936,8.1,8.296
8.908,8.164,8.16,8.488,7.828,8.976,7.9,7.924,8.028,8.176
8.72,8.052,8.108,8.472,7.856,9.052,8.048,8.04,7.976,8.164
8.632,8.032,8.076,8.388,7.828,8.972,7.964,8.024,8.108,8.312
8.608,8.124,8.108,8.46,7.828,8.956,7.892,7.944,8.048,8.372
8.516,8.148,8.176,8.62,8.02,9.08,7.896,7.94,7.996,8.22
8.296,8.048,8.1,8.584,8.08,9.148,8.012,8.008,7.912,8.192
8.24,8.024,8.056,8.504,7.984,9.044,8.008,8.056,8.052,8.304
8.244,8.128,8.092,8.576,7.96,8.912,7.88,7.952,8.04,8.416
8.208,8.148,8.16,8.788,8.048,8.9,7.884,7.916,7.976,8.272
8.096,8.06,8.1,8.796,8.072,8.908,8.024,8,7.912,8.248
8.02,8.02,8.048,8.704,7.992,8.708,8.004,8.056,8.012,8.352
8.056,8.092,8.04,8.752,7.98,8.476,7.94,7.984,8.016,8.512
8.072,8.192,8.16,8.988,8.036,8.432,7.92,7.92,7.948,8.368
7.984,8.1,8.132,9,8.108,8.48,7.996,7.984,7.936,8.304
7.916,8.024,8.02,8.948,8.048,8.328,8.024,8.068,7.992,8.38
7.968,8.072,7.996,8.976,7.98,8.172,7.924,8,8.044,8.6
8.02,8.156,8.132,9.168,8.044,8.116,7.908,7.928,8.008,8.496
7.972,8.124,8.136,9.244,8.136,8.188,7.948,7.964,7.932,8.388
7.892,8.04,8.028,9.172,8.104,8.116,8.024,8.08,7.964,8.472
7.936,8.12,8.032,9.152,8.012,7.952,7.96,8.012,8.008,8.676
8.016,8.244,8.1,9.252,8.076,7.952,7.904,7.92,8.012,8.632
7.96,8.248,8.112,9.304,8.192,8.064,7.904,7.96,7.948,8.512
7.856,8.16,8.016,9.184,8.14,8.012,8.028,8.068,7.944,8.576
7.908,8.192,8.016,9.048,8.056,7.892,7.968,8.048,8.068,8.776
7.996,8.324,8.064,9.06,8.096,7.864,7.96,7.956,8.024,8.792
7.984,8.352,8.124,9.036,8.248,7.984,7.992,7.916,7.968,8.716
7.884,8.236,8.06,8.832,8.212,7.996,8.128,8.012,7.924,8.756
7.888,8.212,8.012,8.608,8.132,7.888,8.096,8.064,8.032,8.956
8.008,8.292,8.056,8.572,8.156,7.84,8.044,7.956,8.032,9.048
7.988,8.292,8.12,8.592,8.232,7.924,8.088,7.948,7.972,8.956
7.884,8.192,8.08,8.464,8.24,8.008,8.248,8.024,7.896,8.976
7.884,8.152,8.008,8.28,8.212,7.908,8.228,8.064,8.02,9.12
7.956,8.224,8.008,8.236,8.188,7.812,8.1,7.984,8.016,9.284
8.004,8.252,8.08,8.328,8.316,7.888,8.076,7.924,7.964,9.18
7.924,8.144,8.044,8.264,8.36,8.004,8.168,7.976,7.9,9.176
7.892,8.056,7.992,8.088,8.308,7.896,8.168,8.052,8.024,9.268
7.984,8.084,7.984,8.044,8.292,7.8,8.056,7.956,8.032,9.452
8.012,8.132,8.132,8.192,8.384,7.872,8.016,7.912,7.968,9.264
7.952,8.056,8.076,8.168,8.46,7.992,8.08,7.968,7.896,9.176
7.88,7.976,7.988,8.044,8.416,7.94,8.112,8.056,7.968,9.176
7.944,8.028,8,8.02,8.368,7.84,7.948,8.008,8.02,9.276
8.036,8.128,8.092,8.132,8.484,7.844,7.928,7.888,7.996,9.032
7.956,8.064,8.068,8.172,8.624,7.984,7.944,7.92,7.908,8.832
7.892,7.976,8.016,8.024,8.6,7.96,8.008,8.044,7.932,8.744
7.932,7.996,7.992,8.012,8.552,7.856,7.904,7.996,8.028,8.828
8.016,8.116,8.06,8.052,8.664,7.832,7.856,7.896,7.968,8.628
7.948,8.072,8.108,8.148,8.792,7.976,7.88,7.904,7.916,8.444
7.868,7.992,8.004,8.072,8.788,7.988,8.004,8.028,7.912,8.344
7.896,7.984,8.02,7.98,8.776,7.856,7.928,8.024,8.024,8.464
8,8.08,8.096,8.072,8.808,7.848,7.86,7.892,7.968,8.364
7.984,7.98,8.14,8.144,8.976,7.964,7.868,7.884,7.92,8.204
7.876,7.988,8.112,8.056,8.984,7.968,8.032,7.992,7.88,8.148
7.896,8.296,8.104,7.976,8.952,7.856,7.98,7.996,8.008,8.268
7.984,8.832,8.124,8.008,8.936,7.82,7.844,7.928,7.956,8.276
7.968,9.408,8.264,8.148,9.096,7.924,7.792,7.904,7.92,8.084
7.876,10.044,8.24,8.088,9.1,8.008,7.872,7.976,7.86,8.064
7.868,10.756,8.184,7.952,8.996,7.892,8.052,8,7.996,8.148
7.984,11.348,8.176,8.008,8.932,7.836,8.316,7.944,7.996,8.268
8,11.192,8.24,8.136,8.968,7.864,8.816,7.904,7.976,8.092
7.916,9.788,8.192,8.108,8.928,8.008,9.532,7.936,7.908,8.02
7.852,8.552,8.112,7.952,8.768,7.896,10.316,8.016,8.044,8.1
7.932,8.052,8.104,7.976,8.6,7.82,10.86,7.976,8.044,8.276
7.98,8.032,8.2,8.124,8.568,7.84,11.212,7.888,8.036,8.08
7.916,8.056,8.168,8.108,8.528,8,10.576,7.948,7.96,7.992
7.836,7.992,8.028,7.988,8.348,7.936,9.252,8.064,8.064,8.028
7.924,8.108,8.012,7.988,8.2,7.784,8.148,8.052,8.176,8.244
7.968,8.24,8.072,8.116,8.212,7.82,7.74,7.976,8.116,8.116
7.932,8.196,8.052,8.152,8.26,7.968,7.788,8.024,8.044,8.016
7.836,8.104,7.952,8.012,8.14,7.944,7.944,8.148,8.068,8.04
7.908,8.136,7.924,7.972,8.024,7.796,7.908,8.136,8.128,8.24
7.98,8.252,7.968,8.048,8.064,7.836,7.912,8.064,8.076,8.144
7.932,8.216,8.016,8.12,8.132,7.968,7.988,8.088,7.984,8.012
7.844,8.116,7.904,8.044,8.056,7.956,8.1,8.228,7.988,8.036
7.872,8.116,7.94,7.976,7.952,7.844,8.032,8.204,8.072,8.196
7.944,8.228,7.968,8.048,7.984,7.796,7.94,8.072,8.032,8.172
7.944,8.24,8.032,8.124,8.08,7.936,7.976,8.056,7.932,8.036
7.84,8.128,7.972,8.04,8.044,7.968,8.108,8.12,7.86,8.044
7.844,8.128,7.94,7.928,7.924,7.832,8.06,8.132,7.956,8.168
7.964,8.248,7.976,7.984,7.948,7.82,7.956,8.036,7.916,8.208
8.004,8.26,8,8.112,8.024,7.912,7.968,7.988,7.852,8.048
7.932,8.216,7.856,8.044,8.052,7.948,8.108,8.052,7.808,8
7.964,8.16,7.84,7.948,7.968,7.856,8.112,8.084,7.932,8.136
8.084,8.236,8.148,7.992,7.94,7.8,8.032,7.928,7.932,8.248
8.1,8.288,8.7,8.124,8.028,7.852,8.032,7.872,7.88,8.112
8.084,8.24,9.256,8.064,8.076,7.968,8.132,7.912,7.812,8.044
8.056,8.164,9.876,7.924,7.992,7.88,8.128,7.968,7.928,8.088
8.132,8.252,10.616,7.928,7.944,7.768,8.04,7.916,7.936,8.268
8.168,8.36,11.22,8.036,7.996,7.832,8.032,7.824,7.904,8.092
8.056,8.284,11.136,8.048,8.08,7.972,8.088,7.896,7.824,8.008
7.992,8.232,9.896,7.952,8.008,7.9,8.16,7.976,7.812,8.048
8.016,8.28,8.696,7.936,7.936,7.776,8.084,7.908,7.8,8.276
8.104,8.396,8.056,8.052,8.024,7.792,8.064,7.812,7.948,8.124
8.044,8.356,7.812,8.068,8.096,7.924,8.128,7.864,8.292,8
7.952,8.296,7.812,7.948,8.044,7.924,8.228,7.988,8.888,8.02
7.96,8.34,7.876,7.904,7.976,7.784,8.16,7.968,9.716,8.212
7.992,8.476,7.996,8.012,7.988,7.796,8.12,7.844,10.48,8.132
7.896,8.444,8.072,8.072,8.076,7.94,8.152,7.756,11.096,7.996
7.804,8.384,8.032,8.004,8.072,7.948,8.284,7.928,11.416,8.028
7.836,8.42,8.056,7.9,7.956,7.816,8.232,8.232,10.752,8.164
7.92,8.52,8.1,7.988,7.98,7.792,8.184,8.584,9.336,8.168
7.9,8.552,8.16,8.08,8.084,7.952,8.236,9.14,8.156,8.02
7.824,8.516,8.068,7.988,8.064,8.008,8.36,9.928,7.7,8
7.836,8.492,8.06,7.896,7.968,7.928,8.344,10.728,7.796,8.124
7.92,8.644,8.084,7.96,7.968,7.908,8.268,11.168,7.848,8.196
7.912,8.688,8.148,8.08,8.064,8.02,8.296,11.032,7.852,8.008
7.828,8.66,8.088,8.024,8.088,8.108,8.464,9.848,7.868,7.996
7.82,8.708,8.048,7.884,7.976,8.06,8.456,8.588,8.044,8.064
7.924,8.82,8.068,7.932,7.936,8.012,8.396,7.888,8.06,8.204
7.916,8.896,8.184,8.076,8.064,8.036,8.42,7.724,8.008,8.068
7.752,8.9,8.132,8.048,8.088,8.12,8.576,7.872,7.932,8
7.68,8.88,8.092,7.936,7.992,8.028,8.616,7.992,8.056,8.048
8.032,9.032,8.128,7.98,7.936,7.956,8.564,7.964,8.036,8.228
8.5,9.128,8.208,8.136,8.024,7.944,8.624,7.928,8.016,8.068
9.02,9.136,8.196,8.156,8.072,8.092,8.724,8.032,7.948,7.96
9.616,9.084,8.1,8.032,8.008,8.008,8.84,8.136,8.004,8.008
10.452,9.2,8.12,8.064,7.928,7.88,8.808,8.052,8.088,8.212
11.108,9.312,8.216,8.22,7.956,7.864,8.848,7.936,8.064,8.076
11.232,9.272,8.228,8.272,8.048,7.964,8.932,7.956,7.976,7.972
10.188,9.188,8.172,8.08,7.988,7.916,9.08,8.068,8.02,8.02
8.88,9.192,8.204,8.072,7.912,7.772,9.04,8.056,8.116,8.18
8.092,9.252,8.28,8.148,8.016,7.768,9.032,7.944,8.088,8.112
7.76,9.14,8.308,8.204,8.124,7.888,9.072,7.992,8.008,7.996
7.732,8.94,8.236,8.096,8.088,7.916,9.224,8.112,8.012,7.992
7.804,8.848,8.24,8.012,8.048,7.768,9.18,8.072,8.172,8.132
7.976,8.84,8.304,8.084,8.084,7.732,9.1,8,8.148,8.18
7.996,8.708,8.408,8.124,8.228,7.852,9.1,7.988,8.104,7.992
7.908,8.548,8.316,8.032,8.216,7.9,9.16,8.1,8.056,7.984
7.928,8.44,8.356,7.864,8.152,7.784,9.012,8.14,8.2,8.08
8.024,8.452,8.372,7.904,8.156,7.756,8.796,8.056,8.172,8.176
8.032,8.416,8.496,8.028,8.228,7.868,8.676,8.024,8.156,8.004
7.928,8.296,8.456,7.956,8.212,7.908,8.7,8.128,8.084,7.972
7.932,8.204,8.452,7.864,8.092,7.74,8.596,8.188,8.224,8.092
8.028,8.252,8.512,7.888,8.056,7.64,8.372,8.104,8.248,8.204
8.068,8.244,8.632,7.988,8.148,7.96,8.32,8.064,8.216,8.02
7.968,8.168,8.616,7.968,8.168,8.444,8.328,8.12,8.156,7.988
7.956,8.064,8.568,7.844,8.044,8.872,8.268,8.228,8.272,8.028
8.048,8.116,8.664,7.844,7.972,9.42,8.132,8.172,8.316,8.196
8.08,8.192,8.808,7.98,7.996,10.18,8.076,8.104,8.324,8.068
8.028,8.144,8.828,7.996,8.016,10.952,8.092,8.192,8.272,7.952
7.972,8.036,8.776,7.864,7.964,11.132,8.12,8.304,8.368,8.028
8.068,8.092,8.868,7.776,7.888,10.112,8.008,8.256,8.44,8.208
8.104,8.18,8.992,7.84,7.94,8.804,7.964,8.16,8.44,8.084
8.084,8.136,9.076,8.044,8.008,8.076,7.996,8.216,8.424,7.972
8.016,8.052,9,8.324,7.948,7.716,8.068,8.372,8.448,8.024
8.06,8.064,9.06,8.836,7.844,7.648,7.996,8.356,8.596,8.232
8.156,8.148,9.156,9.62,7.892,7.7,7.932,8.268,8.592,8.2
8.124,8.136,9.208,10.42,7.996,7.884,7.956,8.3,8.612,8.056
8.056,8.052,9.16,10.996,7.976,7.952,8.072,8.492,8.62,8.144
8.12,8.048,9.184,11.18,7.892,7.856,8.004,8.468,8.808,8.308
8.208,8.168,9.2,10.524,7.912,7.848,7.908,8.416,8.82,8.364
8.22,8.148,9.216,9.3,7.98,7.996,7.96,8.444,8.824,8.312
8.14,8.044,9.056,8.252,7.88,8.008,8.056,8.592,8.844,8.32
8.144,8.02,8.932,7.696,7.768,7.892,7.988,8.664,8.992,8.396
8.292,8.132,8.872,7.712,7.996,7.832,7.924,8.6,9.032,8.372
8.288,8.148,8.828,7.912,8.552,7.936,7.928,8.644,9.008,8.1
8.216,8.072,8.664,7.92,9.08,8.004,8.04,8.776,9.008,8.036
8.18,8.064,8.504,7.876,9.688,7.924,8.032,8.892,9.116,8.108
8.352,8.116,8.444,7.936,10.456,7.856,7.912,8.82,9.172,8.28
8.392,8.172,8.444,8.112,11.16,7.92,7.916,8.844,9.144,8.064
8.336,8.068,8.344,8.076,11.416,8.024,8.008,8.96,9.028,8
8.312,8.02,8.208,7.964,10.36,7.976,8.044,9.12,9.048,8.036
8.448,8.092,8.188,7.932,8.912,7.884,7.912,9.06,9.008,8.192
8.548,8.18,8.22,8.088,8.056,7.936,7.928,9.024,8.848,8.016
8.504,8.1,8.172,8.104,7.868,8.076,7.996,9.096,8.7,7.912
8.48,8.02,8.056,7.972,7.864,8.024,8.068,9.232,8.62,7.992
8.616,8.072,8.052,7.968,7.844,7.932,7.956,9.168,8.572,8.168
8.648,8.156,8.148,8.092,7.948,7.952,7.932,9.028,8.42,8.036
8.732,8.12,8.128,8.116,8.084,8.12,7.956,9.036,8.308,7.88
8.696,8.008,7.996,8.02,8.048,8.096,8.056,9.068,8.232,7.956
8.792,8.04,8.012,7.976,7.964,7.96,7.984,8.908,8.276,8.128
8.908,8.152,8.084,8.072,8.04,7.996,7.916,8.692,8.192,8.08
8.916,8.132,8.088,8.176,8.108,8.132,7.92,8.604,8.072,7.968
8.904,8.016,7.996,8.108,8.068,8.156,8.06,8.628,8.024,7.98
8.976,8.028,8.032,8.004,7.976,8.036,7.984,8.5,8.116,8.16
9.124,8.148,8.064,8.084,8.012,8.024,7.936,8.3,8.072,8.108
9.12,8.092,8.084,8.212,8.108,8.136,7.932,8.232,7.976,7.9
9.064,8.016,8.044,8.136,8.1,8.224,8.052,8.292,7.924,8.208
9.02,7.98,8,8.012,8,8.128,8.004,8.248,8.032,8.764
9.108,8.096,8.044,8.1,7.996,8.128,7.896,8.108,8.024,9.324
9.052,8.112,8.112,8.264,8.108,8.22,7.912,8.052,7.984,9.576
8.884,8.028,8.036,8.216,8.128,8.292,8.016,8.096,7.904,10.12
8.808,7.988,7.992,8.092,8.036,8.232,8.008,8.116,8.016,10.864
8.792,8.068,8.008,8.116,8.028,8.212,7.908,7.996,8.012,11.416
8.692,8.1,8.1,8.272,8.148,8.292,7.908,7.968,7.98,10.688
8.524,8.016,8.064,8.256,8.172,8.472,7.988,8.012,7.924,9.308
8.364,7.964,7.956,8.12,8.088,8.408,8.024,8.108,7.988,8.364
8.368,8.04,8.02,8.18,8.064,8.372,7.92,7.992,8.024,8.096
8.32,8.104,8.108,8.356,8.16,8.444,7.892,7.936,7.984,7.924
