f1y01,f1y02,f1y03,f1y04,f1y05,f1y06,f1y07,f1y08,f1y09,f1y10
8.136,7.828,8.792,9.152,8.096,8.064,7.792,8.048,8.504,8.036
8.072,7.888,8.78,9.076,7.6,8.068,7.74,8,8.764,8.036
8.016,8.064,8.616,9.028,7.74,8.152,7.776,8.136,8.94,8.024
8.02,8.336,8.416,8.924,8.276,8.16,7.768,8.176,8.828,8.036
8.048,8.8,8.416,8.752,8.244,8.072,7.788,8.02,8.5,8.052
8.04,9.376,8.416,8.66,7.676,8.064,7.776,7.892,8.472,8.04
7.956,10.068,8.284,8.656,7.576,8.148,7.772,8.008,8.448,8.012
7.964,10.316,8.136,8.54,8.204,8.18,7.804,8.088,8.3,8.016
7.996,9.936,8.156,8.4,8.332,8.088,7.78,7.98,8.476,8.044
7.952,9.332,8.204,8.372,7.736,8.104,7.768,7.824,8.424,8.052
7.864,8.908,8.128,8.376,7.448,8.172,7.768,7.912,8.288,8.048
7.852,8.416,8.008,8.3,8.116,8.22,7.768,8.028,8.352,8.064
7.888,7.892,8.016,8.176,8.396,8.144,7.776,7.996,7.992,8.088
7.88,7.78,8.084,8.148,7.816,8.108,7.76,7.828,7.96,8.112
7.836,7.968,8.02,8.184,7.428,8.172,7.764,7.864,8.02,8.108
7.816,8.032,7.944,8.128,8.012,8.22,7.768,8.012,8,8.064
7.86,8.052,7.92,8.084,8.348,8.184,7.78,8.004,7.992,8.112
7.908,8.072,8.012,8.024,7.896,8.152,7.752,7.84,8.172,8.14
7.864,8.116,8.02,8.068,7.416,8.176,7.764,7.864,8.372,8.2
7.832,8.136,7.94,8.096,7.908,8.276,7.764,7.976,8.052,8.236
7.868,8.08,7.904,8.02,8.344,8.24,7.788,7.996,8.008,8.26
7.936,8.064,7.984,7.992,7.972,8.176,7.744,7.836,8.256,8.26
7.88,8.096,8.012,8.02,7.508,8.188,7.772,7.848,8.26,8.212
7.784,8.108,7.94,8.028,7.832,8.272,7.784,8.012,8.196,8.132
7.776,8.076,7.872,8.036,8.288,8.272,7.776,8.02,7.964,8.128
7.956,8.056,7.96,7.96,8.068,8.216,7.768,7.856,8.092,8.132
8.288,8.1,8.04,8.024,7.552,8.232,7.776,7.84,8.072,8.104
8.716,8.116,7.96,8.072,7.684,8.32,7.764,7.956,7.992,8.064
9.324,8.08,7.864,8.036,8.224,8.32,7.788,7.896,7.688,8.068
10.092,8.056,7.944,7.984,8.204,8.26,7.784,7.692,7.68,8.056
10.784,8.06,8.032,8.012,7.616,8.264,7.78,7.604,8.036,8.024
11.172,8.108,7.96,8.068,7.54,8.34,7.752,7.928,7.964,7.984
10.72,8.124,7.844,8.024,8.156,8.388,7.788,8.328,7.688,7.988
9.42,8.06,7.952,7.968,8.312,8.324,7.784,8.728,7.86,8
8.372,8.096,8.028,8.004,7.696,8.316,7.764,9.2,8.136,8.016
7.872,8.116,7.952,8.044,7.436,8.4,7.76,9.836,8.404,8.004
7.796,8.152,7.904,8.056,8.076,8.48,7.776,10.628,7.94,7.98
7.888,8.088,7.9,7.984,8.356,8.432,7.8,10.916,7.716,7.996
7.932,8.1,7.992,7.98,7.808,8.404,7.78,10.22,7.916,7.992
7.948,8.136,7.968,8.036,7.396,8.468,7.76,9.196,7.944,7.984
7.956,8.156,7.9,8.028,8.008,8.568,7.792,8.676,7.944,7.98
8.036,8.128,7.928,7.992,8.356,8.544,7.776,8.344,7.884,8
8.06,8.116,7.984,8.012,7.904,8.54,7.776,7.948,7.932,8.02
8.012,8.144,7.984,8.052,7.412,8.588,7.776,7.836,8.048,7.996
7.964,8.2,7.92,8.048,7.932,8.688,7.76,8.02,8.128,7.956
7.972,8.148,7.88,7.984,8.324,8.728,7.796,8.124,7.884,8
8.032,8.14,8,8,7.984,8.692,7.776,8.032,7.752,7.956
7.996,8.176,7.988,8.048,7.508,8.728,7.808,8.024,7.908,7.848
7.948,8.216,7.948,8.048,7.82,8.812,7.808,8.168,8,7.816
8.016,8.188,7.876,7.988,8.268,8.824,7.808,8.156,7.948,8
8.076,8.172,7.984,7.964,8.084,8.776,7.8,8.008,7.912,8.332
8.016,8.216,8.016,8.004,7.576,8.808,7.768,7.948,8.052,8.88
7.976,8.276,7.976,8.072,7.68,8.916,7.796,8.068,8.184,9.508
8.008,8.24,7.86,8.012,8.248,8.936,7.796,8.124,8.032,10.136
8.076,8.22,7.924,7.952,8.18,8.86,7.796,8.012,7.864,10.752
8.064,8.264,8.032,7.964,7.668,8.828,7.796,7.956,8.028,11.116
8.04,8.316,7.948,8.024,7.54,8.876,7.804,8.08,8.056,11.212
8.028,8.316,7.876,7.996,8.184,8.868,7.824,8.148,7.964,10.944
8.116,8.268,7.896,7.956,8.336,8.724,7.804,8.068,7.88,9.84
8.104,8.3,8.024,7.98,7.776,8.716,7.764,7.956,7.932,8.596
8.096,8.384,7.968,8.012,7.4,8.708,7.768,8.052,8.304,7.884
8.076,8.416,7.884,7.996,8.104,8.668,7.792,8.168,8.132,7.652
8.14,8.38,7.88,7.928,8.38,8.548,7.796,8.088,7.732,7.668
8.164,8.412,8.008,7.964,7.848,8.432,7.808,7.956,7.8,7.8
8.168,8.484,7.968,7.996,7.396,8.392,7.82,8.02,7.936,7.888
8.144,8.516,7.88,7.988,8.036,8.4,7.816,8.192,7.868,7.948
8.18,8.508,7.864,7.948,8.356,8.328,7.796,8.176,7.716,8.068
8.248,8.524,7.952,7.912,7.92,8.232,7.78,8.016,7.872,8.096
8.196,8.6,7.976,7.976,7.388,8.212,7.784,8.044,8.02,8.036
8.168,8.652,7.896,7.992,7.928,8.264,7.772,8.2,7.948,8.036
8.216,8.652,7.84,7.932,8.356,8.224,7.784,8.192,7.868,8.016
8.308,8.692,7.924,7.932,7.964,8.116,7.8,8.044,7.84,8.024
8.276,8.716,7.96,7.968,7.56,8.088,7.776,8.024,8.048,8.024
8.252,8.836,7.904,7.94,7.848,8.144,7.812,8.196,8.048,8.004
8.332,8.82,7.828,7.944,8.296,8.124,7.82,8.228,7.936,8.044
8.4,8.824,7.936,7.916,8.12,8.04,7.788,8.1,8.212,8.048
8.404,8.88,7.98,7.94,7.672,8.036,7.776,8.064,8.352,8.052
8.372,8.964,7.928,7.98,7.74,8.104,7.788,8.228,8.284,8.04
8.408,8.968,7.844,7.972,8.328,8.112,7.808,8.256,8.108,8.06
8.54,8.968,7.912,7.932,8.3,8.008,7.776,8.14,8.14,8.064
8.556,8.992,7.972,7.944,7.772,8,7.796,8.068,8.032,8.076
8.548,9.06,7.932,7.988,7.596,8.072,7.784,8.192,7.972,8.068
8.632,9.06,7.832,7.944,8.252,8.104,7.804,8.316,8.02,8.044
8.708,9.016,7.864,7.92,8.432,8.004,7.788,8.232,8.348,8.092
8.748,9.024,7.964,7.936,7.904,7.98,7.772,8.132,8.404,8.132
8.78,9.036,7.9,8,7.54,8.068,7.736,8.232,8.296,8.104
8.788,8.968,7.832,7.944,8.228,8.1,7.796,8.38,7.944,8.084
8.88,8.908,7.848,7.924,8.48,8.012,7.8,8.336,7.972,8.092
8.952,8.824,7.94,7.896,7.932,7.972,7.768,8.216,8.108,8.136
8.952,8.816,7.932,7.972,7.496,8.032,7.78,8.264,8.14,8.132
8.988,8.776,7.816,7.968,8.152,8.064,7.792,8.444,8.14,8.112
9.052,8.648,7.856,7.956,8.484,8.052,7.796,8.428,8.14,8.136
9.12,8.568,7.912,7.932,8.024,7.988,7.796,8.296,8.32,8.168
9.104,8.536,7.932,7.988,7.624,8.036,7.756,8.368,7.908,8.152
9.064,8.496,7.856,7.996,8.076,8.08,7.78,8.544,7.832,8.164
9.084,8.392,7.824,7.948,8.444,8.06,7.796,8.56,7.832,8.184
9.1,8.304,7.9,7.936,8.028,8.008,7.776,8.412,7.864,8.196
9.004,8.292,7.944,7.956,7.592,8.012,7.792,8.432,8.072,8.204
8.876,8.288,7.872,7.992,7.828,8.068,7.812,8.648,8.188,8.208
8.788,8.208,7.808,7.948,8.244,8.096,7.8,8.68,7.904,8.22
8.724,8.172,7.892,7.904,8.1,8.016,7.776,8.524,7.652,8.232
8.596,8.164,7.976,7.94,7.644,8.036,7.752,8.54,7.94,8.276
8.464,8.18,7.908,7.992,7.664,8.1,7.784,8.724,8.324,8.288
8.368,8.136,7.764,7.952,8.232,8.124,7.776,8.824,7.736,8.308
8.348,8.092,7.86,7.9,8.196,8.04,7.76,8.74,7.528,8.32
8.288,8.116,7.968,7.924,7.692,8.024,7.76,8.696,7.812,8.38
8.176,8.128,7.916,7.968,7.504,8.1,7.764,8.836,7.932,8.38
8.124,8.08,7.8,7.944,8.16,8.132,7.792,8.92,8.084,8.404
8.12,8.044,7.876,7.924,8.288,8.072,7.78,8.884,8.24,8.46
8.12,8.056,7.952,7.936,7.728,8.056,7.776,8.808,8.056,8.496
8.04,8.096,7.936,7.976,7.26,8.108,7.76,8.928,7.816,8.512
7.968,8.092,7.856,7.972,7.952,8.152,7.776,9.028,8.02,8.532
8.008,8.048,7.888,7.904,8.216,8.068,7.784,8.964,8.028,8.596
8.036,8.044,7.984,7.944,7.788,8.024,7.764,8.8,7.884,8.636
8.016,8.072,7.992,7.98,7.652,8.056,7.78,8.824,7.624,8.66
7.936,8.096,7.908,7.972,9.052,8.136,7.804,8.892,7.748,8.668
7.988,8.056,7.904,7.916,10.28,8.072,7.816,8.772,8.036,8.708
8.02,8.044,8.044,7.94,10.612,8.012,7.82,8.528,8.244,8.784
7.984,8.072,8.036,7.972,10.676,8.056,7.824,8.496,8.616,8.804
7.916,8.112,8,7.96,10.792,8.116,7.888,8.596,8.828,8.776
7.98,8.072,7.944,7.936,10.524,8.12,7.944,8.488,9.26,8.816
8.02,8.06,8.056,7.904,9.364,8.024,7.992,8.272,10.008,8.816
8,8.076,8.184,7.956,8.132,8.028,7.988,8.192,11.088,8.788
7.944,8.112,8.144,7.952,7.804,8.092,7.924,8.296,11.3,8.744
7.928,8.064,8.068,7.964,8.076,8.1,7.932,8.264,9.792,8.704
7.996,8.04,8.084,7.928,7.74,8.028,7.916,8.108,8.58,8.656
7.988,8.08,8.148,7.936,7.132,8.02,7.924,8.012,8.164,8.612
7.932,8.112,8.092,7.984,7.28,8.068,7.952,8.124,8.056,8.52
7.944,8.072,8,7.932,8.028,8.104,7.936,8.168,8.052,8.476
8.008,8.02,8.06,7.904,8.212,8.008,7.932,8.036,8.296,8.436
8.016,8.048,8.116,7.952,7.804,8.004,7.86,7.944,8.444,8.372
7.968,8.096,8.068,7.996,7.672,8.08,7.812,8.06,8.256,8.308
7.948,8.076,8,7.964,8.332,8.1,7.836,8.14,7.78,8.26
8.004,8.028,7.988,7.904,8.488,8.024,7.8,8.056,7.952,8.228
8.016,8.044,8.028,7.932,7.972,8.004,7.804,7.908,8.484,8.208
7.944,8.096,7.956,7.996,7.564,8.056,7.82,8.036,8.296,8.16
7.928,8.084,7.872,7.948,8.272,8.12,7.836,8.14,7.84,8.132
8.004,8.048,7.872,7.912,8.532,8.024,7.804,8.084,7.488,8.124
8.008,8.044,7.956,7.932,8.068,8.004,7.784,7.928,7.764,8.136
7.976,8.056,7.924,8,7.572,8.048,7.764,7.988,8.312,8.088
7.956,8.096,7.864,7.976,8.204,8.096,7.72,8.14,8.116,8.068
7.992,8.02,7.852,7.932,8.536,8.052,7.74,8.112,7.824,8.088
8.008,8.02,7.928,7.924,8.16,8.004,7.724,7.956,7.956,8.08
7.98,8.076,7.916,7.968,7.672,8.028,7.696,7.98,7.904,8.108
7.948,8.068,7.852,7.96,8.148,8.084,7.696,8.128,7.744,8.072
7.956,8.028,7.8,7.952,8.556,8.08,7.728,8.112,7.64,8.076
8.04,7.992,7.876,7.948,8.272,8.008,7.724,7.968,7.892,8.092
8.008,8.06,7.932,7.948,7.768,8.008,7.74,7.944,8.276,8.088
7.92,8.08,7.864,7.976,8.052,8.052,7.716,8.104,8.012,8.08
7.96,8.036,7.78,7.956,8.516,8.092,7.724,8.108,7.768,8.088
8.008,8,7.884,7.908,8.404,8,7.716,7.992,7.972,8.1
7.98,8.02,7.908,7.956,7.884,8.02,7.712,7.96,8.508,8.088
7.94,8.068,7.88,8.004,7.952,8.092,7.72,8.112,8.056,8.084
7.92,8.028,7.8,7.972,8.532,8.112,7.716,8.16,7.816,8.088
7.988,8.008,7.84,7.932,8.56,8.012,7.724,8.032,8.056,8.068
7.988,8.012,7.956,7.948,8.016,8.02,7.712,7.924,7.88,8.108
7.956,8.064,7.896,7.992,7.852,8.068,7.732,8.08,7.972,8.076
7.932,8.048,7.808,7.932,8.544,8.092,7.74,8.176,7.876,8.088
7.984,8.02,7.844,7.932,8.708,8.008,7.748,8.068,7.8,8.12
7.952,8.012,7.976,7.956,8.212,8,7.74,7.952,8.052,8.12
7.94,8.028,7.912,8.008,7.82,8.072,7.764,8.02,8.176,8.088
7.904,8.036,7.832,7.968,8.552,8.108,7.764,8.168,8.112,8.08
7.96,7.984,7.848,7.94,8.852,8.032,7.768,8.088,8.072,8.088
7.96,7.988,7.896,7.944,8.38,8.004,7.768,7.948,7.98,8.116
7.952,8.028,7.796,7.996,7.904,8.032,7.748,8.004,8.088,8.08
7.92,8.064,7.744,7.98,8.564,8.076,7.792,8.136,8.132,8.084
7.932,7.996,7.912,7.932,8.932,8.04,7.748,8.104,8.136,8.072
7.972,7.968,8.312,7.928,8.56,7.988,7.656,7.948,8.124,8.124
7.932,8.004,8.768,7.98,8.072,8.024,7.576,7.964,8.228,8.104
7.908,8.06,9.42,7.976,8.6,8.068,7.592,8.116,8.34,8.088
7.924,7.996,10.04,7.96,9.04,8.08,7.804,8.108,8.3,8.084
7.976,7.976,10.876,7.928,8.756,8.004,8.372,7.932,8.216,8.096
7.94,8.012,10.68,7.96,8.268,8.008,9.508,7.944,8.304,8.092
7.884,8.032,9.576,7.992,8.6,8.052,10.876,8.092,8.28,8.084
7.892,8.02,8.904,7.948,9.14,8.08,12.136,8.12,8.252,8.06
7.952,7.988,8.628,7.936,9.028,8,13.096,7.96,8.296,8.104
7.952,8.02,8.296,7.988,8.54,8,12.536,7.912,8.452,8.08
7.876,8.024,7.916,7.984,8.64,8.056,10.864,8.036,8.52,8.084
7.904,7.992,7.584,7.944,9.28,8.092,8.98,8.116,8.584,8.068
7.956,7.964,7.58,7.92,9.344,8.016,7.912,7.98,8.46,8.072
7.928,8.004,7.756,7.936,8.832,7.98,7.724,7.896,8.34,8.096
7.896,8.02,7.884,7.992,8.636,8.064,7.724,8.032,8.236,8.072
7.896,8.004,7.9,7.976,9.404,8.092,7.736,8.104,8.324,8.076
7.952,7.98,7.988,7.932,9.62,8.028,7.844,8.036,8.528,8.124
7.944,7.98,8.124,7.964,9.1,8.004,7.936,7.892,8.564,8.136
7.912,8.032,8.052,8,8.708,8.028,8.028,7.98,8.564,8.128
7.884,8.032,7.96,7.98,9.424,8.116,8.036,8.084,8.404,8.152
7.936,7.976,7.976,7.932,9.668,8.036,8.012,8.04,8.472,8.148
7.964,7.976,8.088,7.96,9.148,7.98,7.952,7.872,8.688,8.168
7.92,8.02,8.056,7.988,8.592,8.036,7.932,7.948,8.58,8.136
7.876,8.052,7.984,7.96,9.164,8.108,7.896,8.084,8.376,8.172
7.94,7.976,7.988,7.94,9.376,8.06,7.9,8.04,8.64,8.248
7.932,7.968,8.064,7.948,8.876,8.02,7.888,7.896,8.436,8.32
7.912,8.008,8.064,7.968,8.28,8.076,7.904,7.916,8.7,8.312
7.864,8.032,8.024,7.988,8.64,8.136,7.896,8.092,8.412,8.296
7.912,7.98,7.956,7.948,8.964,8.14,7.928,8.068,7.908,8.268
7.948,7.96,8.056,7.936,8.576,8.088,7.92,7.912,8.024,8.216
7.952,8.012,8.096,7.968,7.964,8.112,7.876,7.884,8.128,8.188
7.888,8.028,8.04,7.992,8.176,8.164,7.908,8.04,7.956,8.14
7.888,8,7.976,7.968,8.596,8.208,7.892,8.044,7.952,8.136
7.964,7.952,8.088,7.92,8.372,8.156,7.888,7.904,7.856,8.104
7.92,8.008,8.156,7.972,7.8,8.152,7.916,7.868,8.192,8.128
7.868,8.04,8.084,8.008,7.796,8.216,7.928,8.024,8.296,8.088
7.888,8.008,8.024,7.972,8.38,8.268,7.952,8.072,8.228,8.048
7.928,7.96,8.116,7.96,8.372,8.16,7.948,7.988,8.368,8.056
7.94,7.98,8.18,7.992,7.788,8.144,7.928,7.892,8.008,8.048
7.892,8.052,8.124,8.06,7.56,8.18,7.96,7.988,7.64,8.032
7.86,8.016,8.016,8.012,8.228,8.188,7.964,8.096,7.5,8.028
7.924,7.976,8.072,7.996,8.416,8.104,7.968,8.004,7.552,8.024
7.94,7.976,8.168,8,7.832,8.084,7.968,7.876,7.896,8.06
7.872,8.024,8.2,8.068,7.388,8.12,7.988,7.98,8.064,8.056
7.888,8.012,8.14,8.072,8.152,8.144,7.988,8.096,7.84,8.032
7.96,7.976,8.152,8.052,8.42,8.044,8.036,8.044,7.852,8.044
7.96,7.972,8.224,8.052,7.904,7.984,8,7.88,7.856,8.04
7.92,7.992,8.208,8.172,7.42,8,8.004,7.92,7.952,8.04
7.864,8.024,8.204,8.18,8.056,8.02,8.036,8.072,8.016,8
7.912,7.98,8.18,8.192,8.392,7.988,8.032,8.056,7.888,8.028
7.948,7.988,8.296,8.14,7.952,7.948,8.028,7.892,7.664,8.06
7.912,7.988,8.316,8.128,7.476,7.988,8.04,7.916,7.764,8.044
7.84,8.036,8.304,8.108,7.952,8.044,8.116,8.1,8.052,7.988
7.916,7.992,8.248,8.056,8.368,8.028,8.108,8.08,8.132,7.896
7.944,7.964,8.352,8.012,8.016,7.936,8.092,7.944,8.012,7.904
7.912,8.016,8.46,8.032,7.56,7.968,8.112,7.992,7.896,8.04
7.868,8.04,8.448,8.024,7.808,8.004,8.136,8.176,7.8,8.364
7.904,7.976,8.396,8.02,8.336,8.048,8.16,8.2,7.668,8.94
7.968,7.96,8.54,8.004,8.148,7.948,8.132,8.072,7.844,9.6
7.932,7.98,8.628,8.04,7.624,7.956,8.164,7.996,7.832,10.224
7.84,8.056,8.6,8.072,7.656,8.028,8.18,8.164,7.932,10.82
7.888,7.996,8.58,7.956,8.288,8.056,8.212,8.228,8.256,11.168
7.956,7.96,8.708,7.92,8.268,7.972,8.256,8.12,8.292,11.284
7.948,8,8.828,7.916,7.728,7.972,8.224,8.024,7.832,10.972
7.892,8.032,8.852,7.968,7.52,8.044,8.276,8.112,7.444,9.844
7.88,8.008,8.828,7.952,8.22,8.084,8.368,8.212,7.804,8.536
7.968,8,8.904,7.896,8.352,7.992,8.352,8.156,8.024,7.856
7.952,7.976,9.032,7.932,7.824,8.044,8.34,7.988,7.92,7.628
7.92,8.008,9.04,8,7.436,8.204,8.388,8.064,7.644,7.624
7.88,8.048,9.028,7.944,8.168,8.664,8.48,8.188,8.024,7.74
7.948,8.008,9.06,7.936,8.408,9.34,8.528,8.104,8.18,7.888
7.976,8.024,9.156,7.908,7.92,9.676,8.56,7.928,7.66,8.024
7.928,8.068,9.18,7.972,7.48,9.716,8.616,7.992,7.624,8.112
7.868,8.128,9.112,7.96,8.052,9.308,8.684,8.1,7.832,8.088
7.904,8.072,9.036,7.92,8.416,8.68,8.756,7.984,7.836,8.092
7.964,8.052,9.088,7.94,7.956,8.252,8.808,7.824,8.02,8.1
7.92,8.076,9.036,7.956,7.512,8.116,8.864,7.868,8.028,8.08
7.844,8.128,8.904,7.896,7.964,8.024,8.948,8.024,8.116,8.06
7.92,8.096,8.752,7.864,8.376,7.964,9.028,8,7.632,8.068
7.992,8.128,8.724,7.924,8.06,7.868,9.096,7.856,7.712,8.096
7.98,8.156,8.66,8.204,7.564,7.848,9.116,7.848,8.028,8.092
7.94,8.16,8.516,8.668,7.816,8.044,9.16,8.008,8.108,8.08
7.996,8.096,8.348,9.196,8.32,8.132,9.212,8,7.792,8.08
8.056,8.048,8.332,9.788,8.128,8.072,9.212,7.872,7.652,8.124
8.04,8.052,8.336,10.46,7.64,8.068,9.172,7.82,7.864,8.112
8.036,8.064,8.244,10.556,7.648,8.136,9.172,7.972,8.012,8.088
8.104,8.056,8.12,9.7,8.244,8.164,9.084,8.036,8.004,8.096
8.18,7.988,8.116,8.864,8.252,8.068,9.004,7.952,8.104,8.116
8.132,8.008,8.164,8.388,7.712,8.044,8.86,7.832,7.868,8.092
8.052,8.028,8.06,7.952,7.476,8.124,8.776,7.948,7.66,8.108
8.008,8,7.952,7.612,8.184,8.168,8.652,8.052,7.584,8.12
8.092,7.952,7.984,7.412,8.336,8.076,8.556,7.98,7.72,8.148
8.076,7.96,8.056,7.348,7.788,8.06,8.44,7.844,8.244,8.16
8.016,7.972,8.056,7.44,7.392,8.112,8.328,7.884,8.24,8.132
8.004,7.98,7.928,7.38,8.088,8.184,8.268,7.92,7.92,8.116
7.996,7.928,7.924,7.404,8.372,8.112,8.18,7.72,7.752,8.172
7.988,7.944,8.016,7.492,7.852,8.092,8.092,7.656,7.884,8.18
7.944,7.996,7.992,7.668,7.432,8.1,8.02,7.988,8.432,8.192
7.888,7.996,7.932,7.732,8.024,8.2,7.996,8.504,8.156,8.164
7.872,7.94,7.896,7.812,8.364,8.14,7.972,8.96,7.592,8.196
7.932,7.928,7.968,7.916,7.9,8.132,7.924,9.348,7.792,8.204
7.908,7.976,7.984,8.02,7.464,8.12,7.876,9.952,8.116,8.22
7.848,7.952,7.92,8.016,7.888,8.212,7.872,10.788,8.084,8.212
7.872,7.86,7.884,8.04,8.332,8.208,7.868,10.94,7.94,8.232
7.916,7.744,7.936,8.016,7.988,8.132,7.824,9.956,8.092,8.256
7.896,7.84,7.988,8.06,7.52,8.148,7.816,8.912,8.092,8.284
7.856,8.068,7.928,8.08,7.756,8.22,7.816,8.52,8.244,8.276
7.872,8.356,7.868,8.096,8.296,8.244,7.804,8.268,8.284,8.308
7.932,8.864,7.944,8.088,8.096,8.168,7.784,7.964,7.872,8.332
7.908,9.432,7.984,8.092,7.572,8.168,7.768,7.784,7.96,8.352
7.832,10.1,7.948,8.152,7.596,8.24,7.788,8.004,8.24,8.352
7.716,10.256,7.848,8.108,8.224,8.304,7.772,8.184,7.94,8.38
7.848,9.816,7.892,8.108,8.232,8.192,7.776,8.148,7.856,8.42
8.112,9.252,8,8.12,7.66,8.196,7.744,8.012,7.976,8.448
8.584,8.844,7.94,8.192,7.46,8.28,7.764,8.108,7.956,8.472
9.144,8.332,7.86,8.176,8.18,8.32,7.768,8.188,7.908,8.488
9.872,7.86,7.896,8.124,8.32,8.236,7.736,8.096,7.856,8.56
10.628,7.764,7.98,8.144,7.744,8.232,7.74,7.956,7.652,8.592
11.088,7.924,7.984,8.22,7.36,8.304,7.768,8.04,7.972,8.604
10.928,8.008,7.892,8.216,8.084,8.368,7.78,8.176,7.956,8.628
9.82,8.008,7.88,8.16,8.356,8.328,7.748,8.12,7.944,8.68
8.7,8.024,7.984,8.188,7.812,8.32,7.748,7.964,7.592,8.732
7.992,8.084,7.992,8.228,7.396,8.356,7.76,8.028,7.676,8.748
7.708,8.12,7.912,8.24,7.984,8.428,7.744,8.196,7.664,8.764
7.808,8.048,7.88,8.212,8.344,8.42,7.748,8.14,7.564,8.812
7.892,8.028,7.944,8.2,7.884,8.388,7.756,7.992,7.812,8.86
7.908,8.068,8,8.284,7.436,8.412,7.744,8.016,7.88,8.836
7.876,8.1,7.932,8.276,7.868,8.52,7.748,8.192,7.94,8.824
7.952,8.044,7.872,8.264,8.304,8.54,7.768,8.168,7.7,8.804
8.016,8.028,7.912,8.248,7.972,8.516,7.752,8.02,7.616,8.756
8.012,8.072,7.968,8.304,7.488,8.528,7.732,8.016,7.72,8.724
7.944,8.092,7.932,8.356,7.724,8.632,7.744,8.156,7.82,8.652
7.936,8.064,7.872,8.348,8.268,8.696,7.76,8.2,7.752,8.6
8.04,8.04,7.944,8.328,8.1,8.62,7.712,8.068,7.8,8.552
7.996,8.056,8.008,8.368,7.548,8.66,7.736,8.036,7.864,8.504
7.944,8.132,7.932,8.432,7.552,8.748,7.776,8.172,7.624,8.412
7.924,8.088,7.872,8.412,8.2,8.816,7.748,8.236,7.708,8.36
8.02,8.044,7.908,8.408,8.208,8.736,7.764,8.12,8.172,8.348
8.012,8.064,7.976,8.436,7.628,8.76,7.76,8.04,8.756,8.268
8,8.128,7.908,8.504,7.408,8.828,7.744,8.14,9.14,8.232
7.976,8.12,7.844,8.544,8.14,8.88,7.732,8.24,10.028,8.204
8.044,8.08,7.88,8.52,8.296,8.792,7.736,8.192,10.788,8.184
8.072,8.076,7.948,8.568,7.716,8.764,7.736,8.068,10.6,8.176
8.052,8.12,7.92,8.64,7.352,8.8,7.732,8.16,10.16,8.132
8.02,8.108,7.88,8.656,8.048,8.812,7.748,8.328,9.12,8.08
8.104,8.08,7.816,8.656,8.312,8.7,7.748,8.272,8.552,8.092
8.12,8.104,7.936,8.72,7.8,8.624,7.708,8.124,8.084,8.1
8.092,8.144,7.94,8.808,7.36,8.58,7.72,8.18,7.94,8.072
8.052,8.164,7.868,8.836,7.972,8.564,7.728,8.344,7.888,8.064
8.1,8.132,7.852,8.888,8.308,8.464,7.72,8.296,7.876,8.076
8.14,8.136,7.928,8.924,7.844,8.348,7.724,8.164,7.932,8.108
8.14,8.156,7.94,8.996,7.4,8.324,7.704,8.212,7.988,8.064
8.08,8.228,7.86,9.044,7.824,8.36,7.736,8.396,7.764,8.064
8.132,8.156,7.824,9.08,8.268,8.296,7.748,8.368,7.668,8.08
8.228,8.168,7.884,9.136,7.968,8.176,7.716,8.264,7.992,8.084
8.192,8.208,7.936,9.192,7.48,8.144,7.7,8.26,8.148,8.068
8.14,8.244,7.892,9.292,7.72,8.196,7.68,8.448,7.748,8.076
8.188,8.208,7.84,9.292,8.264,8.18,7.7,8.5,7.668,8.088
8.28,8.2,7.896,9.3,8.084,8.068,7.708,8.404,7.828,8.1
8.276,8.232,7.96,9.404,7.552,8.044,7.696,8.356,8.032,8.104
8.236,8.304,7.884,9.46,7.536,8.108,7.684,8.512,7.984,8.08
8.244,8.296,7.804,9.424,8.228,8.144,7.708,8.62,7.72,8.06
8.376,8.288,7.832,9.42,8.276,8.04,7.688,8.568,7.864,8.072
8.384,8.3,7.928,9.452,7.748,8,7.692,8.484,8.108,8.104
8.356,8.372,7.912,9.504,7.5,8.064,7.696,8.62,7.872,8.072
8.38,8.38,7.824,9.448,8.204,8.1,7.7,8.752,7.78,8.064
8.464,8.36,7.836,9.372,8.388,7.996,7.684,8.704,7.764,8.096
8.508,8.408,7.936,9.316,7.82,7.984,7.684,8.588,8.048,8.1
8.528,8.444,7.9,9.308,7.448,8.008,7.704,8.712,8.064,8.08
8.532,8.476,7.844,9.208,8.148,8.084,7.724,8.888,8.052,8.056
8.648,8.468,7.812,9.084,8.456,8.016,7.696,8.868,7.54,8.072
8.688,8.508,7.876,8.976,7.948,7.976,7.688,8.712,7.72,8.076
8.74,8.616,7.888,8.944,7.48,7.988,7.696,8.832,7.988,8.08
8.732,8.66,7.836,8.82,8.06,8.044,7.692,9.024,7.816,8.076
8.828,8.636,7.808,8.728,8.42,8.008,7.692,8.992,8.012,8.084
8.92,8.632,7.9,8.628,8,7.936,7.656,8.856,7.936,8.092
8.916,8.724,7.892,8.58,7.496,7.984,7.676,8.896,7.688,8.068
8.9,8.828,7.872,8.46,7.936,8.048,7.696,9.064,7.788,8.052
9.004,8.78,7.804,8.396,8.42,8.044,7.684,9.028,7.696,8.06
9.056,8.82,7.884,8.308,8.116,7.996,7.68,8.844,7.876,8.072
9.096,8.888,7.96,8.28,7.58,7.968,7.684,8.764,8.352,8.048
9.048,8.964,7.924,8.244,7.728,8.04,7.68,8.852,8.192,8.032
9.084,8.944,7.848,8.2,8.264,8.048,7.7,8.804,8.004,8.048
